Caveat,CaveatCodes,CaveatFootnotes,DataSetCaveat,DataSetCaveatCodes,DataSetCaveatFootnotes,DataSetMetaTagCodes,DataSetMetaTags,DataSetMetaTagsWithType,DecimalPlaces,GroupNumber,UnitsArePrefix,LowerValue,MappedState,MeasureCategoryCode,MeasureCode,MeasureMetaTagCodes,MeasureMetaTags,MeasureMetaTagsWithType,MeasureName,PeerCaveat,PeerCaveatCodes,PeerCaveatFootnotes,PeerGroupName,PeerSuppression,PeerSuppressionCodes,PeerValue,ProxyChildren,ProxyReportingUnitName,ReportedMeasureCategoryCode,ReportedMeasureCategoryName,ReportedMeasureCategoryThreeCode,ReportedMeasureCategoryThreeName,ReportedMeasureCategoryTwoCode,ReportedMeasureCategoryTwoName,ReportedMeasureCategoryTypeCode,ReportedMeasureCategoryTypeName,ReportedMeasureCategoryThreeTypeCode,ReportedMeasureCategoryThreeTypeName,ReportedMeasureCategoryTwoTypeCode,ReportedMeasureCategoryTwoTypeName,ReportedMeasureCode,ReportedMeasureMetaTagCodes,ReportedMeasureMetaTags,ReportedMeasureMetaTagsWithType,ReportedMeasureName,ReportingEnd,ReportingStart,ReportingUnitCode,ReportingUnitMetaTagCodes,ReportingUnitMetaTags,ReportingUnitMetaTagsWithType,ReportingUnitName,ReportingUnitTypeCode,ReportingUnitTypeName,Suppression,SuppressionCodes,UnitsDisplay,UnitsName,UpperValue,Value
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,Not peered,X22,Not peered,Large regional hospitals,,,,,,ES_S11_OtherSurgery,Other surgery,,,,,ES_SS,Specialty of surgeon,,,,,MYH-RM0069,,,,Other surgery,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,27.0000000000
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,Not peered,X22,Not peered,Large regional hospitals,,,,,,ES_S9_Urology,Urology,,,,,ES_SS,Specialty of surgeon,,,,,MYH-RM0071,,,,Urology,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,20.0000000000
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,25.0000000000,,,ES_I004_Cystoscopy,Cystoscopy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0072,,,,Cystoscopy,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,21.0000000000
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,67.0000000000,,,ES_I010_Prostatectomy,Prostatectomy (transurethral or open),,,,,ES_IP,Intended procedure,,,,,MYH-RM0073,,,,Prostatectomy (transurethral or open),2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,25.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,171.0000000000,,,ES_I015_VaricoseVeinsTreatment,Varicose veins treatment,,,,,ES_IP,Intended procedure,,,,,MYH-RM0075,,,,Varicose veins treatment,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,90.0000000000,,,ES_I019_AcromioplastyArthroscopyShoulder,Acromioplasty/arthroscopy shoulder/sub acromial decompression,,,,,ES_IP,Intended procedure,,,,,MYH-RM0482,,,,Acromioplasty/arthroscopy shoulder/sub acromial decompression,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,64.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,19.0000000000,,,ES_I021_Amputation,Amputation of limb,,,,,ES_IP,Intended procedure,,,,,MYH-RM0484,,,,Amputation of limb,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,39.0000000000,,,ES_I022_AnalFissure,Anal fissure - repair of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0485,,,,Anal fissure - repair of,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,97.0000000000,,,ES_I023_ACL,Anterior cruciate ligament reconstruction,,,,,ES_IP,Intended procedure,,,,,MYH-RM0486,,,,Anterior cruciate ligament reconstruction,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,53.0000000000
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,297.0000000000,,,ES_I024_Arthrodesis,Arthrodesis,,,,,ES_IP,Intended procedure,,,,,MYH-RM0487,,,,Arthrodesis,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,88.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,91.0000000000,,,ES_I025_Arthroplasty,Arthroplasty - revision of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0488,,,,Arthroplasty - revision of,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,91.0000000000,,,ES_I026_Arthroscopy,Arthroscopy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0489,,,,Arthroscopy,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,49.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,14.0000000000,,,ES_I028_AxillaryNodeDissection,Axillary node dissection,,,,,ES_IP,Intended procedure,,,,,MYH-RM0490,,,,Axillary node dissection,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,24.0000000000,,,ES_I029_BartholinAbscessDrainage,Bartholin's abscess drainage,,,,,ES_IP,Intended procedure,,,,,MYH-RM0491,,,,Bartholin's abscess drainage,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,48.0000000000,,,ES_I031_BladderNeckIncision,Bladder neck incision,,,,,ES_IP,Intended procedure,,,,,MYH-RM0493,,,,Bladder neck incision,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,20.0000000000,,,ES_I034_BreastLump,Breast lump - excision and/or biopsy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0496,,,,Breast lump - excision and/or biopsy,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,17.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,251.0000000000,,,ES_I038_BunionRemoval,Bunion (hallux valgus) - removal of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0500,,,,Bunion (hallux valgus) - removal of,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,83.0000000000,,,ES_I040_CarpalTunnel,Carpal tunnel release,,,,,ES_IP,Intended procedure,,,,,MYH-RM0502,,,,Carpal tunnel release,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,53.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,Not peered,X22,Not peered,Large regional hospitals,,,,,,ES_I041_CerebralHaematoma,Cerebral haematoma - evacuation of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0503,,,,Cerebral haematoma - evacuation of,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,Not peered,X22,Not peered,Large regional hospitals,,,,,,ES_I043_Chalazion,Chalazion - excision of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0505,,,,Chalazion - excision of,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,93.0000000000,,,ES_I045_Circumcision,Circumcision,,,,,ES_IP,Intended procedure,,,,,MYH-RM0507,,,,Circumcision,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,191.0000000000
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,20.0000000000,,,ES_I047_Colectomy,Colectomy/anterior resection/large bowel resection,,,,,ES_IP,Intended procedure,,,,,MYH-RM0509,,,,Colectomy/anterior resection/large bowel resection,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,15.0000000000
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,7.0000000000,,,ES_I055_CurettageUterus,Curettage and evacuation of uterus,,,,,ES_IP,Intended procedure,,,,,MYH-RM0517,,,,Curettage and evacuation of uterus,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,5.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,44.0000000000,,,ES_I061_Discectomy,Discectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0523,,,,Discectomy,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,308.0000000000,,,ES_I062_DupytrenContractureRelease,Dupytren's contracture release,,,,,ES_IP,Intended procedure,,,,,MYH-RM0524,,,,Dupytren's contracture release,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,153.0000000000,,,ES_I065_EpididymalCyst,Epididymal cyst - removal of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0527,,,,Epididymal cyst - removal of,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,Not peered,X22,Not peered,Large regional hospitals,,,,,,ES_I066_Ethmoidectomy,Ethmoidectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0528,,,,Ethmoidectomy,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,215.0000000000,,,ES_I069_FemaleSterilisation,Female sterilisation,,,,,ES_IP,Intended procedure,,,,,MYH-RM0531,,,,Female sterilisation,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,29.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,7.0000000000,,,ES_I071_Fracture,Fracture non-union - treatment of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0533,,,,Fracture non-union - treatment of,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,115.0000000000,,,ES_I073_Fundoplication,Fundoplication,,,,,ES_IP,Intended procedure,,,,,MYH-RM0535,,,,Fundoplication,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,131.0000000000,,,ES_I074_Ganglion,Ganglion - excision of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0536,,,,Ganglion - excision of,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,137.0000000000,,,ES_I075_HammerToe,Hammer/claw/mallet toe - correction of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0537,,,,Hammer/claw/mallet toe - correction of,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,120.0000000000,,,ES_I077_Herniorrhaphy,Herniorrhaphy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0539,,,,Herniorrhaphy,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,49.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,184.0000000000,,,ES_I078_Hydrocele,Hydrocele - repair of,,,,,ES_IP,Intended procedure,,,,,MYH-RM0540,,,,Hydrocele - repair of,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,26.0000000000,,,ES_I080_Hysteroscopy,"Hysteroscopy, dilatation and curettage",,,,,ES_IP,Intended procedure,,,,,MYH-RM0542,,,,"Hysteroscopy, dilatation and curettage",2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,20.0000000000
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,76.0000000000,,,ES_I083_Laparoscopy,Laparoscopy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0545,,,,Laparoscopy,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,58.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,31.0000000000,,,ES_I084_LargeLoopExcision,Large loop excision of the transformation zone cervix (LLETZ),,,,,ES_IP,Intended procedure,,,,,MYH-RM0546,,,,Large loop excision of the transformation zone cervix (LLETZ),2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,Not peered,X22,Not peered,Large regional hospitals,,,,,,ES_I085_Laryngectomy,Laryngectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0547,,,,Laryngectomy,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,59.0000000000,,,ES_I086_LingualFrenulumSurgery,Lingual or maxillary frenulum surgery,,,,,ES_IP,Intended procedure,,,,,MYH-RM0548,,,,Lingual or maxillary frenulum surgery,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,28.0000000000,,,ES_I087_Lithotripsy,Lithotripsy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0549,,,,Lithotripsy,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
,,,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,18.0000000000,,,ES_I090_Mastectomy,Mastectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0552,,,,Mastectomy,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,,,days,days,,13.0000000000
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,65.0000000000,,,ES_I093_Meniscectomy,Meniscectomy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0555,,,,Meniscectomy,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
NP,X40,NP Reported data did not meet the criteria to calculate this indicator.,,,,,,,0,,False,,Vic,MYH-ES,MYH0009,BRICK_ESSSWT;BRICK_ESIPWT;BRICK_ESNIUC,ESSSWT;ESIPWT;ESNIUC,BRICK|ESSSWT;BRICK|ESIPWT;BRICK|ESNIUC,Median waiting time for elective surgery,,,,Large regional hospitals,,,47.0000000000,,,ES_I094_Microlaryngoscopy,Microlaryngoscopy,,,,,ES_IP,Intended procedure,,,,,MYH-RM0556,,,,Microlaryngoscopy,2025-06-30,2024-07-01,H0300,,,,Northeast Health Wangaratta,H,Hospital,NP,X40,days,days,,
